candidate_id,title,year,publication_date_from_url,publisher,url,retrieved_text_words,retrieved_text_sha256,evidence_class,event_terms,social_terms,corporate_terms,decision_status,final_decision,reason_code,decision_note,decision_provenance
DISC-MEDIA-0011,Marikana Cabinet Ministers Feel Full Force Of Striking Miners Fury,2012,2012-08-22,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-22-marikana-cabinet-ministers-feel-full-force-of-striking-miners-fury/,1344,b7b3cecc06d1c30df1055cde48f5d828e04cb627a676cc729d6cd46e4a582c04,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;koppie,community;justice_accountability;commission_inquiry,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0012,Marikana What Really Happened We May Never Know,2012,2012-08-23,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-marikana-what-really-happened-we-may-never-know/,2523,7264233078cfd8892c258e65e2c3a5d0ad01803b939e9b97f6914107f71f7e4d,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,community;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0013,Marikana Zuma Reclaims His Soul And His Presidency,2012,2012-08-23,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-marikana-zuma-reclaims-his-soul-and-his-presidency/,1510,cf85b0a1ade474b32bfa7ca515c279705506c1a419ad492a5a789e76359f93a3,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;community;commission_inquiry,share_price;earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0014,Marxism Socialism And The Ghosts Of Marikana,2012,2012-08-23,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-marxism-socialism-and-the-ghosts-of-marikana/,1706,f300c3268395275d54beeee691795c586de815fda9daa30017b9871ebdd8cbdf,strong_early_2012_event_context,worker_miner;police;shooting_death;wage;union,justice_accountability,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0015,Reporters Notebook Num Drowned Out At Uj Meeting On Marikana,2012,2012-08-23,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-reporters-notebook-num-drowned-out-at-uj-meeting-on-marikana/,1007,db3b80c9b63b8e1f23e31162fb3c424bcbd5e702d03d76ad502a68d7966b34a9,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,commission_inquiry,exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0016,Royal Bafokeng Faces Miners Strike As Lonmin Fallout Spreads,2012,2012-08-23,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-royal-bafokeng-faces-miners-strike-as-lonmin-fallout-spreads/,1155,067b97306e1d60b4bb5027dce1686294d082649173aab0030f43d48e70333a9e,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,,earnings_results;production_output;exploration_project;commodity_market,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0017,Marikana One Week On Sas War With Itself For All To See,2012,2012-08-24,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-24-marikana-one-week-on-sas-war-with-itself-for-all-to-see/,1607,d84ce1eb3a7af9e8ec4cdeb5fd5cbdcdf83ce0cd226261e01e240c928ba89a0a,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,community;justice_accountability;commission_inquiry,production_output;exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0018,Marikana The Matter Of Embedded Journalism,2012,2012-08-24,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-24-marikana-the-matter-of-embedded-journalism/,1702,cf889d8af1d409114a919105f3bfcdf200d1169281a7fc2daedae5c9d53e9cce,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;union;protest_unrest,,earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0019,Num Takes Aim At Malema At Jhb Memorial Service For Marikana Victims,2012,2012-08-24,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-24-num-takes-aim-at-malema-at-jhb-memorial-service-for-marikana-victims/,920,6ce9cbd8a7c8db6655b2eebaacdc8f87f90dba4cd066c0dffae3b0c75c628da8,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,commission_inquiry,share_price;earnings_results;exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0020,Marikana Selebi And The Murder Of Sas Specialist Policing Skills,2012,2012-08-27,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-27-marikana-selebi-and-the-murder-of-sas-specialist-policing-skills/,1731,3313f5c604227473b6536bf900afa7521cad537038088d6741faf9e7bfb90a8b,strong_case_context_supported,strike;worker_miner;police;shooting_death;protest_unrest,,earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0021,Marikana What Price Will Zuma Pay,2012,2012-08-27,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-27-marikana-what-price-will-zuma-pay/,1436,282a27c40e95fbcf85b3ba4291b67c57a0bea4162602443ae50747777c71238f,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;union;protest_unrest,commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0022,Marikana Strike Continues New Tensions Evident,2012,2012-08-28,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-28-marikana-strike-continues-new-tensions-evident/,901,2b3715ae2de2316045465e5b5387cb48a16bdd716bb3c9e234d76d10a033fe75,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,justice_accountability,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0023,Marikana Survivors May Be Charged With Murdering Own Comrades,2012,2012-08-30,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-30-marikana-survivors-may-be-charged-with-murdering-own-comrades/,978,b733a9ede0682e60f97d966d28f0a17273cab500ac48ea54ecb43f4cb4cf4a1a,strong_case_context_supported,worker_miner;police;shooting_death;protest_unrest,,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0024,Apartheid And The Marikana Murder Charges A Common Purpose Indeed,2012,2012-08-31,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-31-apartheid-and-the-marikana-murder-charges-a-common-purpose-indeed/,1658,86d150c245dde26ed3cf090c2ebc31ba3c6035ad84a259018feed339fe0bcdbc,strong_case_context_supported,strike;worker_miner;police;shooting_death;protest_unrest,housing;justice_accountability,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0025,Far Away From Murder Fields Of Marikana A Funeral,2012,2012-09-03,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-far-away-from-murder-fields-of-marikana-a-funeral/,941,8a36cd05468f054433e78dfcc21f0a681b21fa91ceb743c8e5de4702d144f034,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;koppie,housing,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0026,Marikana And Mangaung Where Tragedy And Political Theatre Meet,2012,2012-09-03,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-marikana-and-mangaung-where-tragedy-and-political-theatre-meet/,1219,716c791799bc59f72176dbbdac50f98ffe3e133828b8108d98ab44daa51dc3de,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union,housing;community;justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0027,Marikana Civil Society Demands Justice And Truth,2012,2012-09-03,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-marikana-civil-society-demands-justice-and-truth/,1161,f2f3c22681293e4e6c1551642c2be4acb1aa89df314dc8ed9046678a9ca8b670,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,community;justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0028,Marikana A Common Purpose For 162 Miners Freedom,2012,2012-09-04,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-04-marikana-a-common-purpose-for-162-miners-freedom/,1971,e7a250809bfb2ab30950a3bea47b411f13159d192064d32615d1f91057f1a144,strong_case_context_supported,worker_miner;police;shooting_death;protest_unrest,justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0029,Marikana Freed Miners Speak Of Torture In Police Cells,2012,2012-09-04,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-04-marikana-freed-miners-speak-of-torture-in-police-cells/,1054,606e92ddb00425988a4e40d2d2c9d91a62ea96272ae2aeaf978fc6283cb90727,strong_case_context_supported,strike;worker_miner;police;shooting_death;protest_unrest,justice_accountability,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0030,Lonmin Marikanas Near Total Stay Away,2012,2012-09-05,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-05-lonmin-marikanas-near-total-stay-away/,712,7fd8b03c7abcadc109b61ff51d159fe84ada6c4c5427a72110be2e77615d0187,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage,,earnings_results;production_output;funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0031,Marikana Tide Is Turning Against Police As Miners Lay Charge Of Torture,2012,2012-09-05,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-05-marikana-tide-is-turning-against-police-as-miners-lay-charge-of-torture/,499,cfd08c12dac7e6f867a07efd03e16fb6e725202bd80f5deccc6a1fe4982823c5,strong_case_context_supported,worker_miner;police;shooting_death;protest_unrest,justice_accountability,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0032,Farlam Commission Finding Truths In The Marikana Labyrinth,2012,2012-09-06,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-06-farlam-commission-finding-truths-in-the-marikana-labyrinth/,1362,64181a66bcf0f5624a0558a56a730d26b6b98670eec5b6c1f623218b51ddb818,strong_early_2012_event_context,worker_miner;police;shooting_death;union;protest_unrest,community;justice_accountability;commission_inquiry,earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0033,Marikana A Mining Town On Edge,2012,2012-09-06,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-06-marikana-a-mining-town-on-edge/,1043,686e75f7c8a51d47ecc4c11186ba770538e5d49b4e9bcf7d39ee7f4a98fc4881,strong_early_2012_event_context,strike;worker_miner;police;wage,housing,production_output;funding_debt;transaction;exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0034,Marikana How Much Will It Cost South Africa,2012,2012-09-06,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-06-marikana-how-much-will-it-cost-south-africa/,1232,fd6df1c9a6e99d3c00e987c791f5d8211460c24a743b3e45e9fed30b2b17fe3a,strong_case_context_supported,strike;worker_miner;shooting_death;union,housing;community;justice_accountability,share_price;earnings_results;production_output;funding_debt;transaction;commodity_market,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0035,Marikana Strikers Send Down Tools Or Else Message To Remaining Lonmin Employees,2012,2012-09-06,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-06-marikana-strikers-send-down-tools-or-else-message-to-remaining-lonmin-employees/,958,a4e8c259bd097703d7ec9091ea7d635406e9ca10f70f524b9405feacf9948c62,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;koppie,,earnings_results;production_output;funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0036,Marikana The Investigations Integrity Compromised As Small Koppies Crime Scene Defaced,2012,2012-09-07,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-07-marikana-the-investigations-integrity-compromised-as-small-koppies-crime-scene-defaced/,1344,36a2eb106f4c112dc4eea0b77ec225183c965f36c05c1dd1ea9c2026c5bd2cf0,strong_case_context_supported,police;shooting_death;koppie,justice_accountability,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0037,Analysis The Worthless Marikana Peace Accord,2012,2012-09-10,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-10-analysis-the-worthless-marikana-peace-accord/,1151,0d72b132c265764956bbef0285d861a8b13c08c5131c36b585875d22689c7e4b,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;commission_inquiry,production_output;exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0038,Marikana Gift Of The Givers Brings Food To Striking Miners,2012,2012-09-10,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-10-marikana-gift-of-the-givers-brings-food-to-striking-miners/,1320,5ca037778e23f027fa9ccfe940a7e0fa1ba522db214b508b85bc8b36505c8de6,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;community;justice_accountability,funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0039,Plotting Sas Post Marikana Scenarios Grim Pictures Dominate,2012,2012-09-11,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-11-plotting-sas-post-marikana-scenarios-grim-pictures-dominate/,1284,e68605f158399db06d1b457f3a8cb631139bebeb427c0a5b381eb471aca380c3,strong_early_2012_event_context,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;community,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0040,Reporters Notebook A Day In Marikanas Theatre Of The Absurd,2012,2012-09-11,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-11-reporters-notebook-a-day-in-marikanas-theatre-of-the-absurd/,867,f01388feb01c7e607ed7da1e93c2a3011d550ce1774d6460d31824054b8d79ec,strong_early_2012_event_context,strike;worker_miner;police;union;protest_unrest,community;commission_inquiry,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0041,A Possible Way Out Of The Marikana Stand Off,2012,2012-09-13,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-13-a-possible-way-out-of-the-marikana-stand-off/,677,e5229dbf623d5d5a1ab043e66b514f3ace8bde3f2ebef5138059a503ea132cda,strong_early_2012_event_context,strike;worker_miner;police;wage;union;protest_unrest,,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: contemporaneous August-October 2012 Lonmin coverage has multiple independent strike/worker/police/death/wage/union signals, so literal 'Marikana' is not required.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0042,Reporters Marikana Notebook The Governments Clenched Fist,2012,2012-09-14,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-14-reporters-marikana-notebook-the-governments-clenched-fist/,897,10bcedf6267f828fb1b315dee17c62743ec586c5bf587bed023552745b531a14,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;protest_unrest,justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0043,How Sam The Banana Man Zemurray Explains Capitalism And Marikana,2012,2012-09-17,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-17-how-sam-the-banana-man-zemurray-explains-capitalism-and-marikana/,1383,604590fbf4f4dfef510ff47e1bae7544fd7d278ac4f30c534aff50120585fb9f,strong_case_context_supported,shooting_death;wage;union,housing,share_price;funding_debt;transaction;commodity_market,final_batch_05,include,include_case_central,"Included after explicit Batch-05 review: the substantive subject is the Marikana event, its aftermath, accountability, interpretation or institutional/political effect.",review_batch_05_explicit_residual_2026-08-23
