candidate_id,title,year,publisher,url,evidence_class,retrieved_lonmin_mentions,retrieved_sibanye_mentions,case_terms,case_mentions_total,event_terms,event_distinct_terms,social_terms,social_distinct_terms,corporate_terms,corporate_distinct_terms
SEC-MEDIA-0047,Gold Strike Lay Off Costs Leave Sibanye Earnings In The Red,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-30-gold-strike-lay-off-costs-leave-sibanye-earnings-in-the-red/,possible_lonmin_substantive_context,1,7,,0,strike;worker_miner;shooting_death;wage;union;protest_unrest,6,,0,share_price;earnings_results;transaction;dividend_rights;commodity_market,5
SEC-MEDIA-0143,Amcu Calls On All Members To Strike In Support Of Sibanye Gold Employees,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-on-all-members-to-strike-in-support-of-sibanye-gold-employees-2019-02-19,possible_lonmin_substantive_context,1,6,,0,strike;worker_miner;union,3,,0,earnings_results,1
SEC-MEDIA-0174,Amcu March Motorists Warned To Stay Out Of Joburg Cbd,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-march-motorists-warned-to-stay-out-of-joburg-cbd-2019-01-22,possible_lonmin_substantive_context,1,10,,0,strike;worker_miner;wage;union,4,,0,earnings_results;transaction,2
SEC-MEDIA-0208,Amcu Says De Registration Halted,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-says-de-registration-halted-2019-09-03,possible_lonmin_substantive_context,1,1,,0,strike;worker_miner;union,3,,0,earnings_results,1
SEC-MEDIA-0213,Amcu Seeks Basic Wage Of R17 000 For Members In Platinum Sector,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-seeks-basic-wage-of-r17-000-for-members-in-platinum-sector-2019-06-14,possible_lonmin_substantive_context,1,5,,0,strike;worker_miner;wage;union,4,community,1,earnings_results;transaction;commodity_market,3
SEC-MEDIA-0225,Amcu Strike Action Further Undermines Struggling Gold Platinum Sectors Minerals Council,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-strike-action-further-undermines-struggling-gold-platinum-sectors-minerals-council-2019-02-22,possible_lonmin_substantive_context,1,3,,0,strike;worker_miner;union,3,,0,earnings_results;production_output;commodity_market,3
SEC-MEDIA-0478,Platinum Giants Eye Sibanyes Gold Mining Deal As Wage Yardstick,2019,Engineering News,https://www.engineeringnews.co.za/article/platinum-giants-eye-sibanyes-gold-mining-deal-as-wage-yardstick-2019-07-18,possible_lonmin_substantive_context,1,8,,0,strike;worker_miner;wage;union,4,,0,earnings_results;transaction,2
SEC-MEDIA-0505,Race For Anglogold Assets May Pit Sibanye Against Rival Harmony,2019,Engineering News,https://www.engineeringnews.co.za/article/race-for-anglogold-assets-may-pit-sibanye-against-rival-harmony-2019-05-10,possible_lonmin_substantive_context,1,7,,0,strike;worker_miner;wage;union,4,,0,earnings_results;production_output;funding_debt;transaction,4
SEC-MEDIA-0760,Sibanye Reports Good Pgms Performance But Gold Output Falls Amid Strike,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-reports-good-pgms-performance-but-gold-output-falls-amid-strike-2019-01-10,possible_lonmin_substantive_context,1,9,,0,strike;worker_miner;wage;union,4,,0,earnings_results;production_output;funding_debt;transaction,4
SEC-MEDIA-0865,Sibanye Stillwater Intensifies Pgms Presence,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-intensifies-pgms-presence-2019-08-23,possible_lonmin_substantive_context,8,15,,0,,0,community,1,earnings_results;production_output;transaction;commodity_market,4
SEC-MEDIA-0880,Sibanye Stillwater Presells Gold To Citibank,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-presells-gold-to-citibank-2019-04-11,possible_lonmin_substantive_context,1,5,,0,strike;worker_miner;wage;union,4,,0,share_price;earnings_results;production_output;transaction,4
SEC-MEDIA-1015,South African Government Says It Intends To Deregister Amcu,2019,Engineering News,https://www.engineeringnews.co.za/article/south-african-government-says-it-intends-to-deregister-amcu-2019-04-24,possible_lonmin_substantive_context,1,2,,0,strike;worker_miner;union,3,,0,earnings_results,1
SEC-MEDIA-1032,This Cannot Continue Says Amcu After Another Fatality At Sibanye Stillwater,2019,Engineering News,https://www.engineeringnews.co.za/article/this-cannot-continue-says-amcu-after-another-fatality-at-sibanye-stillwater-2019-10-14,possible_lonmin_substantive_context,1,7,,0,worker_miner;shooting_death;union,3,justice_accountability,1,earnings_results;exploration_project,2
SEC-MEDIA-1040,Union Membership Verification At Sibanyes Gold Operations Suspended,2019,Engineering News,https://www.engineeringnews.co.za/article/union-membership-verification-at-sibanyes-gold-operations-suspended-2019-01-16-1,possible_lonmin_substantive_context,1,9,,0,strike;worker_miner;wage;union,4,commission_inquiry,1,earnings_results;transaction,2
SEC-MEDIA-1058,Wallbridge To Operate Sibanyes Loncan Operations In Canada,2019,Engineering News,https://www.engineeringnews.co.za/article/wallbridge-to-operate-sibanyes-loncan-operations-in-canada-2019-10-30,possible_lonmin_substantive_context,2,2,,0,worker_miner,1,justice_accountability,1,share_price;earnings_results;production_output;exploration_project,4
SEC-MEDIA-0873,Sibanye Stillwater Makes Leadership Changes,2020,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-makes-leadership-changes-2020-10-05,possible_lonmin_substantive_context,1,6,,0,worker_miner;shooting_death,2,housing,1,earnings_results;funding_debt,2
SEC-MEDIA-0451,Num Demands Immediate Removal Of Froneman As Sibanye Ceo,2022,Engineering News,https://www.engineeringnews.co.za/article/num-demands-immediate-removal-of-froneman-as-sibanye-ceo-2022-03-11,possible_lonmin_substantive_context,1,7,,0,strike;worker_miner;wage;union,4,,0,earnings_results,1
SEC-MEDIA-0112,Lay Offs In Pgm Sector Are Inevitable As Prices Sink And Costs Soar Sibanye Stillwater Ceo,2023,Daily Maverick,https://www.dailymaverick.co.za/article/2023-10-04-lay-offs-in-pgm-sector-are-inevitable-as-prices-sink-and-costs-soar-sibanye-stillwater-ceo/,possible_lonmin_substantive_context,2,5,,0,worker_miner;wage;union;protest_unrest,4,,0,earnings_results;production_output;transaction;exploration_project;commodity_market,5
