cluster_id,normalised_title_year,cluster_size,all_text_sha256_equal,record_id,archive_queue,publisher,publication_date_from_url,retrieved_text_sha256,text_hash_status,title,url
MEDIA-TITLEYEAR-0006,lonmin plans to cut 4 100 workers as it closes platinum mines | 2019,2,false,DISC-MEDIA-0476,title_trigger,Engineering News,2019-05-21,b20bca1c5499de3c81299641ae0c11e11562ea958b64cb65efecc947291eebc2,valid_sha256,Lonmin Plans To Cut 4 100 Workers As It Closes Platinum Mines,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-21
MEDIA-TITLEYEAR-0006,lonmin plans to cut 4 100 workers as it closes platinum mines | 2019,2,false,DISC-MEDIA-0477,title_trigger,Engineering News,2019-05-31,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,suspected_extraction_hash_collision,Lonmin Plans To Cut 4 100 Workers As It Closes Platinum Mines,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-31
MEDIA-TITLEYEAR-0007,lonmin share price rises as company reports higher fy production earnings | 2013,2,false,DISC-MEDIA-0503,title_trigger,Engineering News,2013-11-11,0c66a811dc9e7796021e8e33301a7f702134b92fcb838b114ac0de9de3348eda,valid_sha256,Lonmin Share Price Rises As Company Reports Higher Fy Production Earnings,https://www.engineeringnews.co.za/article/lonmin-share-price-rises-as-company-reports-higher-fy-production-earnings-2013-11-11
MEDIA-TITLEYEAR-0007,lonmin share price rises as company reports higher fy production earnings | 2013,2,false,DISC-MEDIA-0504,title_trigger,Engineering News,2013-11-22,50eb56565dcf8f3b204c99ef6cc07eebca303c8e9ebcbbb0166061de0a30f2d7,valid_sha256,Lonmin Share Price Rises As Company Reports Higher Fy Production Earnings,https://www.engineeringnews.co.za/article/lonmin-share-price-rises-as-company-reports-higher-fy-production-earnings-2013-11-22
MEDIA-TITLEYEAR-0008,lonmin undertakes refinancing delivers on results promise | 2018,2,false,DISC-MEDIA-0525,title_trigger,Engineering News,2018-10-22,7494c609004d6dc2ee02157a889141687cd472ff8baf6a3a5feb8506b0bd7940,valid_sha256,Lonmin Undertakes Refinancing Delivers On Results Promise,https://www.engineeringnews.co.za/article/lonmin-undertakes-refinancing-delivers-on-results-promise-2018-10-22
MEDIA-TITLEYEAR-0008,lonmin undertakes refinancing delivers on results promise | 2018,2,false,DISC-MEDIA-0526,title_trigger,Engineering News,2018-11-02,0a9983d8ecc58756b3a35a129bec19fdafa4ba6918cfc034463402cb593fdfde,valid_sha256,Lonmin Undertakes Refinancing Delivers On Results Promise,https://www.engineeringnews.co.za/article/lonmin-undertakes-refinancing-delivers-on-results-promise-2018-11-02
MEDIA-TITLEYEAR-0009,lonmin unveils design proposal for marikana memorial park showcases new apartments | 2017,2,false,DISC-MEDIA-0527,title_trigger,Engineering News,2017-08-15,83def0e825670814873daa068fcc12af8e098db976df5e2603884e4305ec6136,valid_sha256,Lonmin Unveils Design Proposal For Marikana Memorial Park Showcases New Apartments,https://www.engineeringnews.co.za/article/lonmin-unveils-design-proposal-for-marikana-memorial-park-showcases-new-apartments-2017-08-15
MEDIA-TITLEYEAR-0009,lonmin unveils design proposal for marikana memorial park showcases new apartments | 2017,2,false,DISC-MEDIA-0528,title_trigger,Engineering News,2017-08-25,41390521e7ec37623662b31eeb083951d485b3bfe1454888daead1ce2b20d783,valid_sha256,Lonmin Unveils Design Proposal For Marikana Memorial Park Showcases New Apartments,https://www.engineeringnews.co.za/article/lonmin-unveils-design-proposal-for-marikana-memorial-park-showcases-new-apartments-2017-08-25
MEDIA-TITLEYEAR-0010,nothing off table as lonmin pursues value in low platinum price environment | 2017,2,false,DISC-MEDIA-0589,title_trigger,Engineering News,2017-04-07,6061ab8372dc8705607ee2e80f22eddb1823540cd28139c51c8ee580384ec589,valid_sha256,Nothing Off Table As Lonmin Pursues Value In Low Platinum Price Environment,https://www.engineeringnews.co.za/article/nothing-off-table-as-lonmin-pursues-value-in-low-platinum-price-environment-2017-04-07
MEDIA-TITLEYEAR-0010,nothing off table as lonmin pursues value in low platinum price environment | 2017,2,false,DISC-MEDIA-0590,title_trigger,Engineering News,2017-04-07,a1b43992dac2cbf5ac51cc090ff7eca053bfb18ccded46fc9b5e12de74342aee,valid_sha256,Nothing Off Table As Lonmin Pursues Value In Low Platinum Price Environment,https://www.engineeringnews.co.za/article/nothing-off-table-as-lonmin-pursues-value-in-low-platinum-price-environment-2017-04-07-1
MEDIA-TITLEYEAR-0011,platinum strike experience should strengthen collective bargaining davies | 2014,2,false,SEC-MEDIA-0485,secondary_keyword,Engineering News,2014-06-24,640784c10160d06dac9108801fc9e5c2dc31341d3bb6ca41190ee9c964087fc0,valid_sha256,Platinum Strike Experience Should Strengthen Collective Bargaining Davies,https://www.engineeringnews.co.za/article/platinum-strike-experience-should-strengthen-collective-bargaining-davies-2014-06-24
MEDIA-TITLEYEAR-0011,platinum strike experience should strengthen collective bargaining davies | 2014,2,false,SEC-MEDIA-0486,secondary_keyword,Engineering News,2014-07-04,efee4e1cd4f6b9d8c5c7b29a93bbc07bffa83dbb2a1ce26ea7123ea7835731aa,valid_sha256,Platinum Strike Experience Should Strengthen Collective Bargaining Davies,https://www.engineeringnews.co.za/article/platinum-strike-experience-should-strengthen-collective-bargaining-davies-2014-07-04
MEDIA-TITLEYEAR-0012,sa mining challenges about far more than marikana migrant labour manuel | 2013,2,false,DISC-MEDIA-0625,title_trigger,Engineering News,2013-08-30,80ececfcf5fc05138b592bf2932ea62b9401bb80e848eac1eb2e2e46b575ec2d,valid_sha256,Sa Mining Challenges About Far More Than Marikana Migrant Labour Manuel,https://www.engineeringnews.co.za/article/sa-mining-challenges-about-far-more-than-marikana-migrant-labour-manuel-2013-08-30
MEDIA-TITLEYEAR-0012,sa mining challenges about far more than marikana migrant labour manuel | 2013,2,false,DISC-MEDIA-0626,title_trigger,Engineering News,2013-09-13,5c591c3630a84c9e7c37111ba190192a6323e86600c4fb2a797b5d63aea5d12e,valid_sha256,Sa Mining Challenges About Far More Than Marikana Migrant Labour Manuel,https://www.engineeringnews.co.za/article/sa-mining-challenges-about-far-more-than-marikana-migrant-labour-manuel-2013-09-13
MEDIA-TITLEYEAR-0013,sibanye eyes platinum opportunities as sector overdue for consolidation | 2014,2,false,SEC-MEDIA-0622,secondary_keyword,Engineering News,2014-06-04,1fd3d8ea181f613ade41f4a6a0d36b39d5f5166d5a733eeadef207c3e50c1819,valid_sha256,Sibanye Eyes Platinum Opportunities As Sector Overdue For Consolidation,https://www.engineeringnews.co.za/article/sibanye-eyes-platinum-opportunities-as-sector-overdue-for-consolidation-2014-06-04
MEDIA-TITLEYEAR-0013,sibanye eyes platinum opportunities as sector overdue for consolidation | 2014,2,false,SEC-MEDIA-0623,secondary_keyword,Engineering News,2014-06-13,030999f266fca3e57df7049821d09f4d9852bc8eabcf1b74f83e59fc50d6cfa0,valid_sha256,Sibanye Eyes Platinum Opportunities As Sector Overdue For Consolidation,https://www.engineeringnews.co.za/article/sibanye-eyes-platinum-opportunities-as-sector-overdue-for-consolidation-2014-06-13
MEDIA-TITLEYEAR-0014,sibanye says concourt dismisses glcs applications | 2019,2,false,SEC-MEDIA-0779,secondary_keyword,Engineering News,2019-09-05,8c5c1529cee8141438758a923b1348e1fdfda937de579183fe7926f7dd201fc8,valid_sha256,Sibanye Says Concourt Dismisses Glcs Applications,https://www.engineeringnews.co.za/article/sibanye-says-concourt-dismisses-glcs-applications-2019-09-05
MEDIA-TITLEYEAR-0014,sibanye says concourt dismisses glcs applications | 2019,2,false,SEC-MEDIA-0780,secondary_keyword,Engineering News,2019-09-13,4cabe6c73bb6492a2f36af478711eab640cfe44dcd6fe242a34cad5c401f33ac,valid_sha256,Sibanye Says Concourt Dismisses Glcs Applications,https://www.engineeringnews.co.za/article/sibanye-says-concourt-dismisses-glcs-applications-2019-09-13
MEDIA-TITLEYEAR-0015,south africa must prosecute 2012 marikana deaths amnesty says | 2017,2,false,DISC-MEDIA-0662,title_trigger,Engineering News,2017-08-15,7d9fb8a5c5145ada6bd6ede951ec9936f8f830fa6c0f195e8c1cac342dba76b9,valid_sha256,South Africa Must Prosecute 2012 Marikana Deaths Amnesty Says,https://www.engineeringnews.co.za/article/south-africa-must-prosecute-2012-marikana-deaths-amnesty-says-2017-08-15
MEDIA-TITLEYEAR-0015,south africa must prosecute 2012 marikana deaths amnesty says | 2017,2,false,DISC-MEDIA-0663,title_trigger,Engineering News,2017-08-25,f995259d5af04afcbc1a66d103ca906cac1533abc1588f4556fcc06f1ba41124,valid_sha256,South Africa Must Prosecute 2012 Marikana Deaths Amnesty Says,https://www.engineeringnews.co.za/article/south-africa-must-prosecute-2012-marikana-deaths-amnesty-says-2017-08-25
MEDIA-TITLEYEAR-0016,strike hit mothers have no food to put on the table lonmin | 2014,2,false,DISC-MEDIA-0665,title_trigger,Engineering News,2014-04-03,d0d8ad3f9a97f83d690cfdf1aee34adabd26c811affcb9d66b3a98536ae8f3dc,valid_sha256,Strike Hit Mothers Have No Food To Put On The Table Lonmin,https://www.engineeringnews.co.za/article/strike-hit-mothers-have-no-food-to-put-on-the-table-lonmin-2014-04-03
MEDIA-TITLEYEAR-0016,strike hit mothers have no food to put on the table lonmin | 2014,2,false,DISC-MEDIA-0666,title_trigger,Engineering News,2014-04-11,b061ee2c026f1e1ded40fb14df1df21e6dd308eb67d2e47baa13669c4bf671fa,valid_sha256,Strike Hit Mothers Have No Food To Put On The Table Lonmin,https://www.engineeringnews.co.za/article/strike-hit-mothers-have-no-food-to-put-on-the-table-lonmin-2014-04-11
MEDIA-TITLEYEAR-0017,tribunal approves sibanye lonmin merger imposes 6 month moratorium on retrenchments | 2018,2,false,DISC-MEDIA-0674,title_trigger,Engineering News,2018-11-21,bd469379229593a9cc3e5c58797db128797998c4ad643dda47ed2ae4c856fb90,valid_sha256,Tribunal Approves Sibanye Lonmin Merger Imposes 6 Month Moratorium On Retrenchments,https://www.engineeringnews.co.za/article/tribunal-approves-sibanye-lonmin-merger-imposes-6-month-moratorium-on-retrenchments-2018-11-21
MEDIA-TITLEYEAR-0017,tribunal approves sibanye lonmin merger imposes 6 month moratorium on retrenchments | 2018,2,false,DISC-MEDIA-0675,title_trigger,Engineering News,2018-11-30,b406120e356cb5dab6400531abf70630b6104339cf5e9aa55feaf33e1cb0a678,valid_sha256,Tribunal Approves Sibanye Lonmin Merger Imposes 6 Month Moratorium On Retrenchments,https://www.engineeringnews.co.za/article/tribunal-approves-sibanye-lonmin-merger-imposes-6-month-moratorium-on-retrenchments-2018-11-30
