candidate_id,source_family,title,year,publisher,url,screening_status,decision_reason,search_id
EXP-MEDIA-016,media,"Money-kana Commission?",2013,"Daily Maverick",https://www.dailymaverick.co.za/article/2013-08-30-money-kana-commission/,eligible_pending_acquisition,"Direct Commission oversight, legal-funding and police-command analysis",SEARCH-DM-002
EXP-MEDIA-017,media,"Marikana massacre: SAPS, Lonmin, Ramaphosa & time for blood. Miners' blood.",2013,"Daily Maverick",https://www.dailymaverick.co.za/article/2013-10-24-marikana-massacre-saps-lonmin-ramaphosa-time-for-blood-miners-blood/,eligible_pending_acquisition,"Direct corporate-state-police governance analysis using Commission evidence",SEARCH-DM-002
EXP-MEDIA-018,media,"Marikana massacre: Ramaphosa's statement, revisited",2013,"Daily Maverick",https://www.dailymaverick.co.za/article/2013-10-25-marikana-massacre-ramaphosas-statement-revisited/,eligible_pending_acquisition,"Direct corporate/government stakeholder analysis",SEARCH-DM-002
EXP-MEDIA-019,media,"Marikana massacre: The first of Lonmin's voices are heard",2014,"Daily Maverick",https://www.dailymaverick.co.za/article/2014-06-09-marikana-massacre-the-first-of-lonmins-voices-are-heard/,eligible_pending_acquisition,"Direct Lonmin/worker relations and Commission evidence",SEARCH-DM-002
EXP-MEDIA-020,media,"Marikana report: Key findings and recommendations",2015,"Daily Maverick",https://www.dailymaverick.co.za/article/2015-06-26-marikana-report-key-findings-and-recommendations/,eligible_pending_acquisition,"Direct summary of Farlam findings and stakeholder recommendations",SEARCH-DM-002
EXP-MEDIA-021,media,"Marikana massacre: The devastating impact of the narrative painted by business, police and the state",2020,"Daily Maverick",https://www.dailymaverick.co.za/article/2020-08-26-marikana-massacre-the-devastating-impact-of-the-narrative-painted-by-business-police-and-the-state/,eligible_pending_acquisition,"Direct long-run corporate/state accountability analysis",SEARCH-DM-004
EXP-MEDIA-022,media,"Marikana – a massacre without criminal consequences",2022,"Daily Maverick",https://www.dailymaverick.co.za/article/2022-05-19-marikana-a-massacre-still-without-any-criminal-consequences/,eligible_pending_acquisition,"Direct justice/accountability analysis within study period",SEARCH-DM-004
EXP-MEDIA-023,media,"We must fight to ensure that those slain at Marikana did not die in vain",2022,"Daily Maverick",https://www.dailymaverick.co.za/article/2022-08-15-we-must-fight-to-ensure-that-those-slain-at-marikana-on-16-august-2012-did-not-die-in-vain/,eligible_pending_acquisition,"Direct worker/community/labour retrospective within study period",SEARCH-DM-004
EXP-MEDIA-024,media,"REPUTATION WRECKING BALL",2012,"Mining Weekly",https://www.miningweekly.com/article/reputation-wrecking-ball-2012-09-07,eligible_pending_acquisition,"Direct analysis of Marikana's business, union and law-enforcement governance implications",SEARCH-MW-001
EXP-MEDIA-025,media,"It's business unusual at 'improving' Lonmin – Munroe",2013,"Mining Weekly",https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-05,eligible_pending_acquisition,"Direct post-Marikana company recovery, employee relations and stakeholder response",SEARCH-MW-002
EXP-MEDIA-026,media,"Lonmin says significant safety records achieved at Marikana",2013,"Mining Weekly",https://www.miningweekly.com/article/lonmin-says-significant-safety-records-achieved-at-marikana-2013-01-24,eligible_pending_acquisition,"Direct company/worker safety communication at Marikana",SEARCH-MW-002
EXP-MEDIA-027,media,"Lonmin accelerates union recognition process to ease Marikana tensions",2013,"Mining Weekly",https://www.miningweekly.com/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,eligible_pending_acquisition,"Direct union-recognition and labour-relations evidence at Marikana",SEARCH-MW-002
EXP-MEDIA-028,media,"Lonmin to derecognise smaller unions in favour of AMCU",2013,"Mining Weekly",https://www.miningweekly.com/article/lonmin-to-derecognise-smaller-unions-in-favour-of-amcu-2013-08-23,eligible_pending_acquisition,"Direct post-Marikana union-governance restructuring",SEARCH-MW-002
EXP-MEDIA-029,media,"Union puts chamber on spot over alleged Lonmin breach",2013,"Mining Weekly",https://www.miningweekly.com/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,eligible_pending_acquisition,"Direct stakeholder dispute over Lonmin's recognition agreement and sector framework",SEARCH-MW-002
EXP-MEDIA-030,media,"AMCU to serve strike notice on Lonmin, Implats",2014,"Mining Weekly",https://www.miningweekly.com/article/amcu-to-serve-strike-notice-on-lonmin-implats-2014-01-17,eligible_pending_acquisition,"Direct labour/wage dispute involving Lonmin",SEARCH-MW-002
EXP-MEDIA-031,media,"Lonmin to lose 3 100 oz/d, Implats 2 800 oz/d in production owing to AMCU strike",2014,"Mining Weekly",https://www.miningweekly.com/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,eligible_pending_acquisition,"Direct investor/operational consequence of Lonmin labour conflict",SEARCH-MW-002
EXP-MEDIA-032,media,"AMCU prepared to strike for next six months",2014,"Mining Weekly",https://www.miningweekly.com/article/amcu-will-not-return-to-work-without-r12-500-basic-wage-2014-03-27,eligible_pending_acquisition,"Direct labour stakeholder position on wage negotiations",SEARCH-MW-002
EXP-MEDIA-033,media,"Lonmin aims for May 14 restart in challenge to platinum strike",2014,"Mining Weekly",https://www.miningweekly.com/article/lonmin-aims-for-may-14-restart-in-challenge-to-platinum-strike-2014-05-09,eligible_pending_acquisition,"Direct company/labour return-to-work strategy and wage conflict",SEARCH-MW-002
EXP-MEDIA-034,media,"Uphold overwhelming wish of workers to return, pleads Lonmin",2014,"Mining Weekly",https://www.miningweekly.com/article/uphold-overwhelming-wish-of-workers-to-return-pleads-lonmin-2014-05-12,eligible_pending_acquisition,"Direct company, labour, security and employment consequences during strike",SEARCH-MW-002
EXP-MEDIA-035,media,"Platinum majors, AMCU sign wage deal; workers to return Wed",2014,"Mining Weekly",https://www.miningweekly.com/article/sa-platinum-job-cuts-in-question-as-wage-deals-to-be-signed-2014-06-24,eligible_pending_acquisition,"Direct resolution of five-month strike and labour-company trust dynamics",SEARCH-MW-002
EXP-MEDIA-036,media,"An end to platinum miner's single-sex hostels beckons",2014,"Mining Weekly",https://www.miningweekly.com/article/an-end-to-platinum-miners-single-sex-hostels-beckons-2014-03-28,eligible_pending_acquisition,"Direct Marikana housing/living-conditions strategy",SEARCH-MW-002
EXP-MEDIA-037,media,"Lonmin accused of prolonging platinum strike by hiding revenue",2014,"Mining Weekly",https://www.miningweekly.com/article/lonmin-accused-of-prolonging-platinum-strike-by-hiding-revenue-2014-10-24,eligible_pending_acquisition,"Direct wage affordability, corporate finance and Marikana Commission evidence",SEARCH-MW-002
EXP-MEDIA-038,media,"Lonmin hands over New Marikana primary school to Basic Education dept",2018,"Mining Weekly",https://www.miningweekly.com/article/lonmin-hands-over-new-marikanaprimary-school-to-basic-education-dept-2018-04-06,eligible_pending_acquisition,"Direct corporate/community social-investment record",SEARCH-MW-003
EXP-MEDIA-039,media,"We made significant progress in Marikana, says Lonmin",2018,"Mining Weekly",https://www.miningweekly.com/article/we-made-significant-progress-in-marikana-says-lonmin-2018-08-15,eligible_pending_acquisition,"Direct corporate claims and NGO counter-evidence on housing/social obligations",SEARCH-MW-003
EXP-MEDIA-040,media,"Recovering platinum miner forging ahead",2013,"Engineering News",https://www.engineeringnews.co.za/article/recovering-platinum-miner-forging-ahead-2013-03-15,eligible_pending_acquisition,"Distinct feature on post-Marikana recovery, trust and stakeholder relations",SEARCH-EN-001
EXP-MEDIA-041,media,"Lonmin miners return to work",2013,"Engineering News",https://www.engineeringnews.co.za/article/lonmin-miners-return-to-work-2013-05-15,eligible_pending_acquisition,"Direct labour/union recognition dispute and return-to-work outcome",SEARCH-EN-001
EXP-MEDIA-042,media,"Platinum town, striking miner ready for deal",2014,"Engineering News",https://www.engineeringnews.co.za/article/platinum-town-striking-miner-ready-for-deal-2014-04-25,eligible_pending_acquisition,"Direct worker/community perspective during prolonged Lonmin strike",SEARCH-EN-001
EXP-MEDIA-043,media,"Profit shifting report false – Lonmin",2014,"Engineering News",https://www.engineeringnews.co.za/article/profit-shifting-report-false-lonmin-2014-10-16,eligible_pending_acquisition,"Direct corporate response to wage-affordability/profit-shifting allegations rooted in Marikana evidence",SEARCH-EN-001
EXP-MEDIA-044,media,"Force majeure with some suppliers, not customers – Lonmin",2014,"Engineering News",https://www.engineeringnews.co.za/article/force-majeure-with-some-suppliers-not-customers-lonmin-2014-04-11,eligible_pending_acquisition,"Direct investor/operational and employment consequences of the Lonmin strike",SEARCH-EN-001
MIRROR-EN-001,media,"Lonmin killings hurt SA as mining destination",2012,"Engineering News",https://www.engineeringnews.co.za/article/lonmin-killings-hurt-sa-as-mining-destination-2012-09-10,exclude_duplicate_mirror,"Engineering News mirror of canonical Mining Weekly seed article MEDIA-001; preserve URL but do not count twice",SEARCH-EN-001
MIRROR-EN-002,media,"Lonmin donates 50 ha of land for residential development",2013,"Engineering News",https://www.engineeringnews.co.za/article/lonmin-donates-50-ha-of-land-for-residential-development-2013-10-29,exclude_duplicate_mirror,"Creamer Media mirror of canonical Mining Weekly seed article MEDIA-031; verify by extracted-text hash",SEARCH-EN-001
MIRROR-EN-003,media,"Ramaphosa says negotiation was Marikana panacea",2014,"Engineering News",https://www.engineeringnews.co.za/article/negotiation-was-marikana-panacea-ramaphosa-2014-08-11,exclude_duplicate_mirror,"Creamer Media mirror of canonical Mining Weekly seed article MEDIA-012; verify by extracted-text hash",SEARCH-EN-001
MIRROR-EN-004,media,"Lonmin to derecognise smaller unions in favour of AMCU",2013,"Engineering News",https://www.engineeringnews.co.za/article/lonmin-to-derecognise-smaller-unions-in-favour-of-amcu-2013-08-23,exclude_duplicate_mirror,"Creamer Media mirror of EXP-MEDIA-028; verify by extracted-text hash",SEARCH-EN-001
MIRROR-EN-005,media,"Union puts chamber on spot over alleged Lonmin breach",2013,"Engineering News",https://www.engineeringnews.co.za/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,exclude_duplicate_mirror,"Creamer Media mirror of EXP-MEDIA-029; verify by extracted-text hash",SEARCH-EN-001
MIRROR-EN-006,media,"Lonmin says significant safety records achieved at Marikana",2013,"Engineering News",https://www.engineeringnews.co.za/article/lonmin-says-significant-safety-records-achieved-at-marikan-2013-01-24,exclude_duplicate_mirror,"Creamer Media mirror of EXP-MEDIA-026; verify by extracted-text hash",SEARCH-EN-001
