record_id,label,final_stakeholder_group,final_stakeholder_status,status,method,words,text_sha256,error
DISC-MEDIA-0027,0,NGO,resolved,retrieved_extracted,trafilatura,1161,5d9372d7a9df0d9c6090245e362d4440ab4e08ba856b4ffa8701ab6279988dc9,
DISC-MEDIA-0028,0,government,resolved,retrieved_extracted,trafilatura,1971,7f532f2c257fd9693784f95d0c4197f9c2a1e70a03042e42137deb82cfa9607e,
DISC-MEDIA-0029,0,government,resolved,retrieved_extracted,trafilatura,1054,efed7c656977c2a85ca1228deabfe7f356af47dc7f053ece66362dda4465c762,
DISC-MEDIA-0030,0,investor,resolved,retrieved_extracted,trafilatura,712,040bd647b6c1d8212ae22fa8c5f1f90d50bb6679a3a00f5e6aefa8691a7630a0,
DISC-MEDIA-0031,0,government,resolved,retrieved_extracted,trafilatura,499,6ffa79b41b41b7fc73bbe4edb062c1bad0efcfbad8d7def6bdb54231e6efd97f,
DISC-MEDIA-0032,0,government,resolved,retrieved_extracted,trafilatura,1362,34acc8bf0c7fafc1cab9919ff3b6fad50a5bc490a3261102c75b80fc5fdc3136,
DISC-MEDIA-0033,0,investor,resolved,retrieved_extracted,trafilatura,1043,678d7879d44ea08de0ced9bf50c6e8d25f1509aac5bbbbbb84bae84082c10390,
DISC-MEDIA-0034,0,labour,resolved,retrieved_extracted,trafilatura,1232,1cfd5e35c17c3a7124ccc24cfb04bf93523a54532be86a0990dfd0a678cae370,
DISC-MEDIA-0035,0,,unresolved,retrieved_extracted,trafilatura,958,bd20bfad814f43e986d18afd132b11c935aa6280ac2d4575ad127c0d44c940b0,
DISC-MEDIA-0036,0,government,resolved,retrieved_extracted,trafilatura,1344,0d11f07605a67c9fccd3262c9a2647d69fce5bfb55704ddbd921575729eb358b,
DISC-MEDIA-0037,0,labour,resolved,retrieved_extracted,trafilatura,1151,7d7c878f0e0b9b8023e7d25958cc59bbb61f3308e2050b9c6a942ef18b55a858,
DISC-MEDIA-0038,0,investor,resolved,retrieved_extracted,trafilatura,1320,7b9d233c7673c27f26ceac18ba5bd3ff1e58a44149df4fd6a6c8b6014af66756,
DISC-MEDIA-0039,0,,unresolved,retrieved_extracted,trafilatura,1284,10929de8ac687823fd75430b036bb09d950a553d27be9d9eccafcab43c5ea417,
DISC-MEDIA-0040,0,labour,resolved,retrieved_extracted,trafilatura,867,8bb66b256056e7af50bad3c9b5648940ce39ffbd8ea8fb49db12291b55a4452c,
DISC-MEDIA-0041,0,investor,resolved,retrieved_extracted,trafilatura,677,57a0f84a57567f93562077c6fb2e2ac22a2ae775730fc2b28ec4b86eb2a93125,
DISC-MEDIA-0042,0,government,resolved,retrieved_extracted,trafilatura,897,9d805dad4767814b134fa35757aa5fcaa5a3dae1eb11a39587060b163eb4bb58,
DISC-MEDIA-0044,0,government,resolved,retrieved_extracted,trafilatura,1208,8925156736b7ab2a7c14469fac8efd2b809b54c41d94ee5be105c235d133b232,
DISC-MEDIA-0045,0,government,resolved,retrieved_extracted,trafilatura,1063,7d13638f3a061fa541a337a4dbf6e1e0fa7fccb1b7263b49c05732b5bdaf18e1,
DISC-MEDIA-0046,0,government,resolved,retrieved_extracted,trafilatura,1408,683b3b5a266e23d2d3cb3496d1f868e60f6c7c3ccf2890940979d4ce6a3a72ac,
DISC-MEDIA-0047,0,labour,resolved,retrieved_extracted,trafilatura,1212,9913248414189220a330b44ccdcc4c303f5d6c0783008274718b4b80bf022eab,
DISC-MEDIA-0048,0,government,resolved,retrieved_extracted,trafilatura,1073,564c7769c0c1a973c764789e6c64843b670f31a9a0cb1449c0b2536d3677c92e,
DISC-MEDIA-0049,0,,unresolved,retrieved_extracted,trafilatura,1049,66484beedf9003e5631e9e7f3528cd7b37d882b7918bb56c5e9b4df79a915725,
DISC-MEDIA-0050,0,labour,resolved,retrieved_extracted,trafilatura,1369,dfe903ada0f49c8f6d41c066e36cc31b0c07917dae47ec53a8712076892b4461,
DISC-MEDIA-0051,0,government,resolved,retrieved_extracted,trafilatura,980,918303edccb0f484e5f12aeed6810ed66aa7db2e2fe741ecdf7a5ef401cf5d5b,
DISC-MEDIA-0052,0,community,resolved,retrieved_extracted,trafilatura,859,2b812335d66773711ef22e56609c7ebbce93f5abc031bce1430681d65627443f,
DISC-MEDIA-0053,0,labour,resolved,retrieved_extracted,trafilatura,1190,15091627e53d5fa2932a93fa275a2952b5c901a4bcb4ab2c78766badbbc44d68,
DISC-MEDIA-0054,0,government,resolved,retrieved_extracted,trafilatura,1095,8e2195c163fe7f83218078f138ff1ace3c0c639a979d26be9c547cf680b8a771,
DISC-MEDIA-0055,0,labour,resolved,retrieved_extracted,trafilatura,1310,7f7b20d169c7ace42faca491a953c45e30de207bae1205c415bb37a743c3460f,
DISC-MEDIA-0056,0,labour,resolved,retrieved_extracted,trafilatura,1071,584e71ada919374b65338d5cad8da03817e0e01e869ba5d94342f03f8b298257,
DISC-MEDIA-0057,0,government,resolved,retrieved_extracted,trafilatura,1474,7a41735f5c463fffb074e3b66c0b67631a04a362ce5dd57d10c2d609ce579d95,
DISC-MEDIA-0058,0,government,resolved,retrieved_extracted,trafilatura,856,8b4311fcc1054305963b213b761073d3d137cbb8c0367264fc1aef8b789cfdf5,
DISC-MEDIA-0059,0,government,resolved,retrieved_extracted,trafilatura,839,2f848d6129dfa83b9e467516aeb027368b54e39388190d7b2889d69589a55167,
DISC-MEDIA-0060,0,government,resolved,retrieved_extracted,trafilatura,2172,de68baaad373baba074816152c8de7ed72c4c1922656ae82469385992b60d7c0,
DISC-MEDIA-0061,0,government,resolved,retrieved_extracted,trafilatura,1070,f024f40ff5ca402bfa313ea7e8250be65c1c4237c514efa406b872cff10263c3,
DISC-MEDIA-0062,0,government,resolved,retrieved_extracted,trafilatura,1043,f37502148f6e32a371963ff847c4556588702774ee885d84d4719c5a72d3aff7,
DISC-MEDIA-0064,0,labour,resolved,retrieved_extracted,trafilatura,1910,5ca31b1beab861ffa0df7df4b64b6570e2e48d7228e859e6c404f784f9ad23dd,
DISC-MEDIA-0065,0,government,resolved,retrieved_extracted,trafilatura,1119,3e492bdb7787406266712b13d4a8c859fb5a9dc93ad97ee21b602de6ecc22852,
DISC-MEDIA-0066,0,government,resolved,retrieved_extracted,trafilatura,726,ac037daedc036c03ecdf09604e6ab79b4e431fee6afb7514ec2b0ca2ca617e74,
DISC-MEDIA-0067,0,government,resolved,retrieved_extracted,trafilatura,850,a3608f03a2fd1f0c5e2ba94b0a2c4e299bac61c4c5f56343d4aba3bdaac81ad2,
DISC-MEDIA-0068,0,government,resolved,retrieved_extracted,trafilatura,1001,ab71ad494d983bec5e9612dab03c6be4f82838309617ba07b2e81d1bcc22e94b,
DISC-MEDIA-0069,0,community,resolved,retrieved_extracted,trafilatura,1054,26ac8136dd4c27b9c303e8809ed406b89f651438eb494f4e764098647cbd25d0,
DISC-MEDIA-0070,0,government,resolved,retrieved_extracted,trafilatura,1118,978b082b4ad92235946303b0ac3dac6193b5583847632356e5399b94d8b722bd,
DISC-MEDIA-0071,0,government,resolved,retrieved_extracted,trafilatura,1073,b7983aef39d6287e64d6bf4192996a76b5baaf51a47ef32872269816d78c4bd5,
DISC-MEDIA-0072,0,government,resolved,retrieved_extracted,trafilatura,528,9b91703d6d9bec0af92435b8f221d9bd671bdea78a9fcf090550de989c487007,
DISC-MEDIA-0073,0,government,resolved,retrieved_extracted,trafilatura,1091,6fbbe6caf13f5f198e1d9213e653147129be248a0809aa136eda847bd932b109,
DISC-MEDIA-0074,0,government,resolved,retrieved_extracted,trafilatura,980,b5b922bd7c232763e0a8e6c43007259ca0b22e54d3221b5c6985f16b0cd6e7c8,
DISC-MEDIA-0075,0,government,resolved,retrieved_extracted,trafilatura,1016,2099e014b9820dc85234390e4e6354a6ceeb086dc807ecc80700b26fb874e6de,
DISC-MEDIA-0076,0,community,resolved,retrieved_extracted,trafilatura,1563,0489746c0b15d4cb5c3d033e77a9ca837b03d3aceedcb80cd24a03a648b15c55,
DISC-MEDIA-0077,0,government,resolved,retrieved_extracted,trafilatura,914,ae6be7be7cd7f00081d4ffe7fec44b3ea1fbad44ac36fbb5aeb161b9c3bfce94,
DISC-MEDIA-0078,0,government,resolved,retrieved_extracted,trafilatura,1032,92c9689e4fb51b9e06cb7f579e8418e31dd91b1a2a6b8f6e2ba63c2db2be7ea8,
DISC-MEDIA-0079,0,government,resolved,retrieved_extracted,trafilatura,876,e285010a2231079f924b71f3c6a49a39f9917f671e3c6429e63e325aeb444016,
DISC-MEDIA-0080,0,government,resolved,retrieved_extracted,trafilatura,528,3d38d2a24a8cad8b7a18e7b04a21c335f225c3ea140b786d9e2c80d9fb55697b,
DISC-MEDIA-0081,0,government,resolved,retrieved_extracted,trafilatura,729,bd45cebb6e42c823a0d131e6fe9e7e141393516d5443039701272638ccd247ea,
DISC-MEDIA-0082,0,government,resolved,retrieved_extracted,trafilatura,1176,bb6e48465018ae9e6ab9f994f96762488f3c5712d23ad19e8a52e199a0304c64,
DISC-MEDIA-0083,0,government,resolved,retrieved_extracted,trafilatura,742,f0d5ed630d1c500c0374a77c753a61c09a5d9749a05cda547e4d992f80059b01,
DISC-MEDIA-0084,0,labour,resolved,retrieved_extracted,trafilatura,847,b7e0806e2333456f712d687675bff41fb3087f338b8958dff69fb7cd00e681af,
DISC-MEDIA-0085,0,,unresolved,retrieved_extracted,trafilatura,679,c94efc20bc1b804c907a0a75b1eee8c9476ce5bba1bfaed743647d62598e9556,
DISC-MEDIA-0086,0,labour,resolved,retrieved_extracted,trafilatura,1038,744622d22b6e724d8b527c423a97e2569c35a7dd01e8f16b8ce12c8a507459d0,
DISC-MEDIA-0087,0,labour,resolved,retrieved_extracted,trafilatura,1327,e670c9be0b8b646a0c8f25185cdb8db0f2327954dbbc03729b9ffea969bc99a7,
DISC-MEDIA-0088,0,labour,resolved,retrieved_extracted,trafilatura,669,8274dd8237f72da1ce8eb556b97eda19ed6bedcc0f2c86b63274c857d2f13d62,
DISC-MEDIA-0089,0,labour,resolved,retrieved_extracted,trafilatura,820,8d6dd1b806ee50166d4c28400942d9f9ff36430dd5ee6a57824fcc0629de061b,
DISC-MEDIA-0090,0,labour,resolved,retrieved_extracted,trafilatura,380,6b99fa84a88c771f8bace0b509dfe82b030a122bd839322b63bf9845dbeb3075,
DISC-MEDIA-0091,0,government,resolved,retrieved_extracted,trafilatura,916,09bdd67e61249b067fd36fcbeadf3e76d7088e941c851129a079f155fe1f636a,
DISC-MEDIA-0092,0,labour,resolved,retrieved_extracted,trafilatura,858,a56524f333fd679f61093ce17b176c91de9b0d3290c7715a6ef989468560da1d,
DISC-MEDIA-0093,0,labour,resolved,retrieved_extracted,trafilatura,1002,bdff10b417d5b67c8581103aa24e4bb25429929fd73b05ebb42bd31d497db2b9,
DISC-MEDIA-0094,0,government,resolved,retrieved_extracted,trafilatura,2016,b0cdd09d9f2d043b4b1e9f094ccda5a87b735d7be40ad180c7f90531c25ef218,
DISC-MEDIA-0095,0,labour,resolved,retrieved_extracted,trafilatura,1015,74715e7fcc5fdfe3d09d1ae1ab10f0c91c0f31effb59356b8c01a15d5dd94e27,
DISC-MEDIA-0096,0,government,resolved,retrieved_extracted,trafilatura,1669,b6d5f46ec33ffc6fe3f01f9658f88528b8b5e65a9d9996890e8c58700fd3e286,
DISC-MEDIA-0097,0,government,resolved,retrieved_extracted,trafilatura,2205,f536bdd0337a60a8a5439c8c81448251540532d618a9a14eb5bbca7a8624dc7e,
DISC-MEDIA-0098,0,government,resolved,retrieved_extracted,trafilatura,922,c90cf246ba23e71e22e5950d224ce3345bf500bae66237673b98d91ac245484c,
DISC-MEDIA-0099,0,government,resolved,retrieved_extracted,trafilatura,1121,1304859e500a77f8493c11533e04ca79208c64f5c70518166ad0fa0fa88da07d,
DISC-MEDIA-0100,0,government,resolved,retrieved_extracted,trafilatura,819,164e2c3c2e680e35b2e3c2363a5bc864ef674ec30aa3ca6020363fce6d886261,
DISC-MEDIA-0101,0,labour,resolved,retrieved_extracted,trafilatura,1080,ebc250ce0809b8a43ba1115edb9bdb556ce37b7f34d3cb395b6dd3618c77dcc8,
DISC-MEDIA-0102,0,government,resolved,retrieved_extracted,trafilatura,1787,f5934397c75be1f848c24f6c1c92ea0feca32228c00173fee45db5a3eeea2067,
DISC-MEDIA-0103,0,government,resolved,retrieved_extracted,trafilatura,841,a8ffca0a7f9e0919cac7b54652c7ab02281e4959d24ba3bd6e06a0d13b4a63a9,
DISC-MEDIA-0104,0,government,resolved,retrieved_extracted,trafilatura,1035,eeff68b61e0e2025546d87e6c768d91401df74fe1d18949d1ab2cbc5c0753927,
DISC-MEDIA-0105,0,government,resolved,retrieved_extracted,trafilatura,984,1635a8c667af9249184a93f41caf13626568e0f1b1ae6b1612a4d616eda60a95,
DISC-MEDIA-0106,0,government,resolved,retrieved_extracted,trafilatura,883,69f277af027400aa4c6807ceeb11db04cf508d97d29febe6969b6b41ca1ac480,
DISC-MEDIA-0107,0,government,resolved,retrieved_extracted,trafilatura,861,bd280d6393b9111b8d9e583c1d72c047d1511127224b3fef1ecdda1249967283,
DISC-MEDIA-0108,0,,unresolved,retrieved_extracted,trafilatura,396,f7eebe870a4f8208864e41cac9645c96ca5bc9c830443a1384c4db2ec0eac836,
DISC-MEDIA-0109,0,government,resolved,retrieved_extracted,trafilatura,831,4551decb6f74db5409555bea973f34f9298f15434f1faeed7629947748d261df,
DISC-MEDIA-0110,0,government,resolved,retrieved_extracted,trafilatura,812,4b68b0c0ed04d54ae18c74a5a9c0d2c3a44e9d8efa4de4741d2040938fed02c0,
DISC-MEDIA-0111,0,government,resolved,retrieved_extracted,trafilatura,937,16599f467e919f402e756b4d4248998cbba0f4fd13e9ac01f816b379ca0e56b8,
DISC-MEDIA-0112,0,government,resolved,retrieved_extracted,trafilatura,1212,e6a888eed6c84cd1a4bec04bc6e10ff210c5221a87c92e5d1439e6eda74b7dd7,
DISC-MEDIA-0113,0,labour,resolved,retrieved_extracted,trafilatura,1696,03f58b96a26fd0dd460f62e5a70b4c559ada04f26336bdbeae7d5d09c113f99e,
DISC-MEDIA-0114,0,government,resolved,retrieved_extracted,trafilatura,745,707ec06f3fddd0b3db9e1fc9c15a70d70adf2f42447a4d962a79d143ea70e3d2,
DISC-MEDIA-0115,0,government,resolved,retrieved_extracted,trafilatura,711,f4dce0bad4409c40d5c1790efd4da6826133b11c7141f90f9d2bd3126feeef3a,
DISC-MEDIA-0116,0,government,resolved,retrieved_extracted,trafilatura,822,4bd0d24a84b5772f35ed1927df4df46ec30959e4727b8338fe071712de91f27a,
DISC-MEDIA-0117,0,labour,resolved,retrieved_extracted,trafilatura,2474,5cd221e31cb86450c173df5089eb7b3f05056cd458a88cdadbc739edeb91e950,
DISC-MEDIA-0119,0,labour,resolved,retrieved_extracted,trafilatura,1785,00172246851c260d8081b8bf7f0161e0f964817696cedb552c384c762ab0d1c2,
DISC-MEDIA-0120,0,labour,resolved,retrieved_extracted,trafilatura,1137,7f4f0859a2a67528b3b4690d62734a7e8d71f1afd0489064de1f5576a871bd10,
DISC-MEDIA-0121,0,community,resolved,retrieved_extracted,trafilatura,769,66e2445fd9b643643a647bf7fba81d59e148933934922c38cb5ac3eae4de1de3,
DISC-MEDIA-0122,0,government,resolved,retrieved_extracted,trafilatura,2169,c8ce23703e564806b6dfaeb743f5fd48cf1a8dffc47143e322b71f9cd7fea38a,
DISC-MEDIA-0123,0,government,resolved,retrieved_extracted,trafilatura,997,3e9e88cd26440ed9328d428dbd8f0ce056ae4dd3a66e4cd57eeff80bb2b882ea,
DISC-MEDIA-0124,0,government,resolved,retrieved_extracted,trafilatura,490,de68053c03be3aedc6fa3602878a16065f322781cb2df2f2b7fd259c838ddaf6,
DISC-MEDIA-0125,0,labour,resolved,retrieved_extracted,trafilatura,512,a0789293b0bf4de6b77f6db96519ec9584ad9e8d8cc5471c036d27075290208d,
DISC-MEDIA-0126,0,labour,resolved,retrieved_extracted,trafilatura,1058,1c47f07e40fceb504da22de711ca1eaa406184f9f25eb8bbbb71554b79fc890d,
DISC-MEDIA-0127,0,labour,resolved,retrieved_extracted,trafilatura,424,2d083b93f1cad979de785a9b8d68ab20eec0069503490df5b87dee361b255bd5,
DISC-MEDIA-0128,0,labour,resolved,retrieved_extracted,trafilatura,1170,49670a937a30f510a956112d90ee944eb3e7e39c4c83c327ae3291af4106b5ff,
DISC-MEDIA-0129,0,labour,resolved,retrieved_extracted,trafilatura,826,e40732cf3d9a4040c7756ab7a85a63e3647038f240631a00e6fc86b730cecacc,
DISC-MEDIA-0130,0,labour,resolved,retrieved_extracted,trafilatura,1073,1491e41c8857d005f22bdcad7251dac19b637e13497cba996b8bb80f0da04b50,
DISC-MEDIA-0131,0,investor,resolved,retrieved_extracted,trafilatura,978,c5c001ff50db2b7fca915f3bf1ae541ef09c785baa05d031e7da02432e317048,
DISC-MEDIA-0132,0,government,resolved,retrieved_extracted,trafilatura,1525,f414fef09bbd47580051da66352b4bd6aacae9e2d961afb7062f89f81420e5f5,
DISC-MEDIA-0133,0,government,resolved,retrieved_extracted,trafilatura,953,2aec945c8b55e03b828669907151d012c19d2ed2e7beaa7210572d4a8527d323,
DISC-MEDIA-0134,0,government,resolved,retrieved_extracted,trafilatura,785,e2ebe4a23e446c2501516ad1303b8f27af48bd7e957b1e006b096e28071daf87,
DISC-MEDIA-0135,0,government,resolved,retrieved_extracted,trafilatura,698,69f696909bf5c7eb81017cf6173715142cc0034b18fc1520a79b9d8243c90833,
DISC-MEDIA-0136,0,government,resolved,retrieved_extracted,trafilatura,822,8104269ffdf05888b8c6f997b756d61997ff2ba2f24bc1f41e1e08d645cd4bf6,
DISC-MEDIA-0137,0,government,resolved,retrieved_extracted,trafilatura,872,1345c64e94df144d8249719ecdb89fd0c656203b4f0c9fa10f1ee8c69d98330f,
DISC-MEDIA-0138,0,government,resolved,retrieved_extracted,trafilatura,1718,adb2c3e6b66adb2a2276dc85d1c89b342c3c302d6c2dc67a9e46666bbe17b68f,
DISC-MEDIA-0139,0,government,resolved,retrieved_extracted,trafilatura,1166,874ba5599d1d174c165a7924058286204fcd476f41e1e250c69ee9c9b385749d,
DISC-MEDIA-0140,0,government,resolved,retrieved_extracted,trafilatura,1387,6753608df4729e3e9251dd39fb7f9109c38b7733a12cad8906a62eb9b587ee51,
DISC-MEDIA-0142,0,labour,resolved,retrieved_extracted,trafilatura,350,d5e831213c2ae1a9974975f89c5c4b94dc84ff3ac82727f4d20b451bbd756dbe,
DISC-MEDIA-0143,0,labour,resolved,retrieved_extracted,trafilatura,633,76c52e9433770fa9ebbbac6a21af7d798500550b959e72717dfb3499a3df09d3,
DISC-MEDIA-0144,0,government,resolved,retrieved_extracted,trafilatura,1480,0524d92badc91d6a2d42100eeee11c3aca62c0f5299702ac2dcc6539b7aaa00c,
DISC-MEDIA-0145,0,government,resolved,retrieved_extracted,trafilatura,1781,fd1bb4606825594ba26531ccb1f1072485c6f5f4cdd5268f46b94ad2f8b6a63d,
DISC-MEDIA-0146,0,labour,resolved,retrieved_extracted,trafilatura,961,233c9357505010d49dccad2e5b5124c3590829f3bbf76f69131a22105bddf890,
DISC-MEDIA-0147,0,labour,resolved,retrieved_extracted,trafilatura,1044,2bf97e01fd4876380fcbbc33567558ded5388425ece34862ce405f3421c12133,
DISC-MEDIA-0148,0,government,resolved,retrieved_extracted,trafilatura,2369,273b0db51341b59e72b0a0a31817b4975ea188d2003a0dea9f0815b43d7b3bf3,
DISC-MEDIA-0149,0,labour,resolved,retrieved_extracted,trafilatura,1017,f3c8fc21d17e981dd5faa7e1c5243faaaaffa12a1a4b82d8d74ea064ebbc9a76,
DISC-MEDIA-0150,0,labour,resolved,retrieved_extracted,trafilatura,1593,6a15e412c441408d89864d92e99df304d1c9107d077bd73631762bff257b5902,
DISC-MEDIA-0151,1,,unresolved,retrieved_extracted,trafilatura,122,4dd581d3b519f48f927b49015654a236978665746115dc65d73cd30e2a876f4c,
DISC-MEDIA-0152,0,government,resolved,retrieved_extracted,trafilatura,3660,f36e386da42755916e6dee502ee45d07f44fc38ab1282241ec70a5f8182997bd,
DISC-MEDIA-0153,0,labour,resolved,retrieved_extracted,trafilatura,1164,e45c7adb4253829849d0308e1dbd34382f3908b1c93f9f53cd4e385857387130,
DISC-MEDIA-0154,0,government,resolved,retrieved_extracted,trafilatura,753,551763d048bff0779b6f459644d413f2b1b03e26a0566b46656663abfdacab42,
DISC-MEDIA-0155,0,labour,resolved,retrieved_extracted,trafilatura,1264,7e698819bb7341e5d2f5ce056ae000350e18900285b0d42c7b6a94c0883408f9,
DISC-MEDIA-0156,0,government,resolved,retrieved_extracted,trafilatura,3081,2554186a0bd9efdd7f155dc99d684c2fd2c9d6670ac1276498afc5d3d0da0370,
DISC-MEDIA-0157,0,government,resolved,retrieved_extracted,trafilatura,1373,1fcda3597d844570d6d8dfa37cff36d459d7dfa839f664907a7d5846a1e2a43d,
DISC-MEDIA-0158,0,government,resolved,retrieved_extracted,trafilatura,1489,a4cb347a12fcde897a8d9fdf6956d8b26ca161cb2473cd97d3c4389c01415e3d,
